task,optimizer,config,n,top1_mean,top1_std,top1_best,top1_worst,loss_mean,loss_std,loss_best,loss_worst,seconds_mean,state_mb_mean,delta_top1_vs_adamw,delta_seconds_pct_vs_adamw
eeg,fanosv2,auto,5,0.4533333420753479,0.050552511737821736,0.5333333611488342,0.4000000059604645,0.10959334000945091,0.09638224975141445,0.017453785985708237,0.2376662939786911,0.9164106749987695,0.5528106689453125,0.006666672229766857,109.64428947371651
eeg,adamw,baseline,5,0.44666666984558107,0.04472135688439505,0.5,0.4000000059604645,0.014316256530582905,0.004556452037464167,0.007979360409080982,0.01964671164751053,0.43712646659696475,0.5528411865234375,0.0,0.0
eeg,fanosv2,stable,5,0.4333333373069763,0.040824826613036866,0.46666666865348816,0.36666667461395264,0.0020917843663482926,0.0021487918829082514,4.551937308860943e-05,0.005739449057728052,0.853559166402556,0.5528106689453125,-0.013333332538604747,95.26595427806632
eeg,rmsprop,baseline,5,0.4266666769981384,0.08628119810511914,0.5333333611488342,0.3333333432674408,0.01095469151623547,0.009129643648947777,0.0012508772779256105,0.024133706465363503,0.3594751750002615,0.5528411865234375,-0.019999992847442638,-17.764033416054527
eeg,fanosv2,low_lr,5,0.426666671037674,0.043461346777519366,0.5,0.4000000059604645,0.0015659459750168025,0.0008400961700533476,0.0007300461875274777,0.0027720904909074306,0.8637319498055149,0.5528106689453125,-0.019999998807907093,97.59314884996085
eeg,fanosv2,eeg_sweep_best,5,0.42000000476837157,0.05055249994717969,0.5,0.36666667461395264,0.010030528344213963,0.01591713275671635,0.0007186084985733032,0.038245800882577896,0.8483819250017405,0.5528106689453125,-0.026666665077209495,94.08157360189257
eeg,sgd,baseline,5,0.3333333432674408,0.040824826613036866,0.4000000059604645,0.30000001192092896,0.46251490116119387,0.0319620525578193,0.4254054129123688,0.5036713480949402,0.30624853280023673,0.27640533447265625,-0.11333332657814027,-29.94051923133697
